Weekday,day,month,year,Location_Book,modern_name,geo_id,latitude,longitude,Loc_Prob_Code,Notes
Sunday,24,8,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,See footnote 25: this mentions the Archibishop of Tarragona's documents about this siege.  It's a letter sent well after the fact that is used to locate him at this time and place.
Monday,25,8,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,26,8,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,27,8,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,28,8,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,29,8,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Saturday,30,8,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,31,8,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,1,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,2,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,3,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,4,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,5,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Saturday,6,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,7,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,8,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,9,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,10,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,11,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,12,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Saturday,13,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,14,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,15,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,16,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,17,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,18,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,19,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Saturday,20,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,21,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,22,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,23,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,24,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,25,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,26,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Saturday,27,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,28,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,29,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,30,9,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,1,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,2,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,3,10,1309,,,,,,,
Saturday,4,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,5,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,6,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,7,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,8,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,9,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,10,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Saturday,11,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,12,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,13,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,14,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,15,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,16,10,1309,,,,,,,
Friday,17,10,1309,,,,,,,
Saturday,18,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,19,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,20,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,21,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,22,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,23,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,24,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Saturday,25,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,26,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,27,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,28,10,1309,,,,,,,
Wednesday,29,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,30,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,31,10,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Saturday,1,11,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,2,11,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,3,11,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,4,11,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,5,11,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,6,11,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,7,11,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Saturday,8,11,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,9,11,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,10,11,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,11,11,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,12,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Thursday,13,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Friday,14,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Saturday,15,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Sunday,16,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Monday,17,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Tuesday,18,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Wednesday,19,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Thursday,20,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Friday,21,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Saturday,22,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Sunday,23,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Monday,24,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Tuesday,25,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Wednesday,26,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Thursday,27,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Friday,28,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Saturday,29,11,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Sunday,30,11,1309,,,,,,,
Monday,1,12,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Tuesday,2,12,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Wednesday,3,12,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Thursday,4,12,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Friday,5,12,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Saturday,6,12,1309,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Sunday,7,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,8,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,9,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,10,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,11,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,12,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Saturday,13,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,14,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,15,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,16,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,17,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,18,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,19,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Saturday,20,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,21,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,22,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,23,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,24,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,25,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,26,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Saturday,27,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,28,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,29,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,30,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,31,12,1309,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,1,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,2,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Saturday,3,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,4,1,1310,,,,,,,
Monday,5,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,6,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,7,1,1310,,,,,,,
Thursday,8,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,9,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Saturday,10,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,11,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,12,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,13,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,14,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,15,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,16,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Saturday,17,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,18,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Monday,19,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Tuesday,20,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Wednesday,21,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,22,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Friday,23,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Saturday,24,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Sunday,25,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,"Invited to find food at the cerco, possibly eating late in the day there."
Monday,26,1,1310,Cerco de Almería,Cerco de Almería,CA_JII_09,36.8500666,-2.3743582,,
Tuesday,27,1,1310,,,,,,,
Wednesday,28,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,
Thursday,29,1,1310,Sitio de Almería,Asedio de Almería,CA_JII_07,36.834047,-2.4637136,,Leaves towards Puerto de Genovés
Friday,30,1,1310,Puerto Genovés,Puerto Genovés,2517251,36.7659306,-2.1095169,,
Saturday,31,1,1310,Puerto Genovés,Puerto Genovés,2517251,36.7659306,-2.1095169,,Leaves on this day towards Puerto de Águilas
Sunday,1,2,1310,Puerto de Águilas,Puerto de Águilas,11979683,37.4019463,-1.578361,,
Monday,2,2,1310,Alicante,Alicante,2521978,38.3459963,-0.4906855,,
Tuesday,3,2,1310,Alicante,Alicante,2521978,38.3459963,-0.4906855,,
Wednesday,4,2,1310,Alicante,Alicante,2521978,38.3459963,-0.4906855,,
Thursday,5,2,1310,Alicante,Alicante,2521978,38.3459963,-0.4906855,,
Friday,6,2,1310,Alicante,Alicante,2521978,38.3459963,-0.4906855,,
Saturday,7,2,1310,Alicante,Alicante,2521978,38.3459963,-0.4906855,,
Sunday,8,2,1310,Alicante,Alicante,2521978,38.3459963,-0.4906855,,
Monday,9,2,1310,Alicante,Alicante,2521978,38.3459963,-0.4906855,,
Tuesday,10,2,1310,Alicante,Alicante,2521978,38.3459963,-0.4906855,,
Wednesday,11,2,1310,Alicante,Alicante,2521978,38.3459963,-0.4906855,,
Thursday,12,2,1310,Villena,Villena,2509463,38.6318196,-0.8612206,,
Friday,13,2,1310,Villena,Villena,2509463,38.6318196,-0.8612206,,
Saturday,14,2,1310,,,,,,,
Sunday,15,2,1310,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Monday,16,2,1310,Alcira,Alzira,2522129,39.1511854,-0.4333643,,
Tuesday,17,2,1310,,,,,,,
Wednesday,18,2,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,19,2,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,20,2,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,21,2,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,22,2,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,23,2,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,24,2,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,25,2,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,26,2,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,27,2,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,28,2,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,1,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,2,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,3,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,4,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,5,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,6,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,7,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,8,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,9,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,10,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,11,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,12,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,13,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,14,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,15,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,16,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,17,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,18,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,19,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,20,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,21,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,22,3,1310,Alcira,Alzira,2522129,39.1511854,-0.4333643,,
Monday,23,3,1310,Alcira,Alzira,2522129,39.1511854,-0.4333643,,
Monday,23,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,24,3,1310,Alcira,Alzira,2522129,39.1511854,-0.4333643,,
Wednesday,25,3,1310,Alcira,Alzira,2522129,39.1511854,-0.4333643,,
Thursday,26,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,27,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,28,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,29,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,30,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,31,3,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,1,4,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,2,4,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,3,4,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,4,4,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,5,4,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,5,4,1310,Segorbe,Segorbe,2510972,39.852118,-0.48333,,
Monday,6,4,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,7,4,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,8,4,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,9,4,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,10,4,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,11,4,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,12,4,1310,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,13,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Tuesday,14,4,1310,,,,,,,
Wednesday,15,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Thursday,16,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Friday,17,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Saturday,18,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Sunday,19,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Monday,20,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Tuesday,21,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Wednesday,22,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Thursday,23,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Friday,24,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Saturday,25,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Sunday,26,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Monday,27,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Tuesday,28,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Wednesday,29,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Thursday,30,4,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Friday,1,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Saturday,2,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Sunday,3,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Monday,4,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Tuesday,5,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Wednesday,6,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Thursday,7,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Friday,8,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Saturday,9,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Sunday,10,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Monday,11,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Tuesday,12,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Wednesday,13,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Thursday,14,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Friday,15,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Saturday,16,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Sunday,17,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Monday,18,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Tuesday,19,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Wednesday,20,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Thursday,21,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Thursday,21,5,1310,Cella,Cella,3125480,40.4544607,-1.2855615,,"Part of Albarracín's jurisdiction, but a distinct town."
Friday,22,5,1310,Cella,Cella,3125480,40.4544607,-1.2855615,,
Friday,22,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Saturday,23,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Sunday,24,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Monday,25,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Tuesday,26,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Wednesday,27,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Thursday,28,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Friday,29,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Saturday,30,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Sunday,31,5,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Monday,1,6,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Tuesday,2,6,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Wednesday,3,6,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Thursday,4,6,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Friday,5,6,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Saturday,6,6,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Sunday,7,6,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Monday,8,6,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Tuesday,9,6,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Wednesday,10,6,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Thursday,11,6,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Friday,12,6,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Saturday,13,6,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Sunday,14,6,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Monday,15,6,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Tuesday,16,6,1310,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
